volume_id,layer_id,module_id,rmin,rmax,zmin,zmax
8,2,1,32.32057515743883,34.58074382388956,-491.0,-419.0
8,2,2,32.3205738020443,34.580758769245534,-491.0,-419.0
8,2,3,32.32058850512333,34.580747175327346,-491.0,-419.0
8,2,4,32.320570183250965,34.58074896374807,-491.0,-419.0
8,2,5,32.32057515743883,34.58074382388956,-491.0,-419.0
8,2,6,32.3205738020443,34.580758769245534,-491.0,-419.0
8,2,7,32.32058850512333,34.580747175327346,-491.0,-419.0
8,2,8,32.320570183250965,34.58074896374807,-491.0,-419.0
8,2,9,32.32057515743883,34.58074382388956,-491.0,-419.0
8,2,10,32.3205738020443,34.580758769245534,-491.0,-419.0
8,2,11,32.32058850512333,34.580747175327346,-491.0,-419.0
8,2,12,32.320570183250965,34.58074896374807,-491.0,-419.0
8,2,13,32.32057515743883,34.58074382388956,-491.0,-419.0
8,2,14,32.3205738020443,34.580758769245534,-491.0,-419.0
8,2,15,32.32058850512333,34.580747175327346,-491.0,-419.0
8,2,16,32.320570183250965,34.58074896374807,-491.0,-419.0
8,2,17,31.83775991903442,34.09555189675454,-421.0,-349.0
8,2,18,31.83784973783189,34.095635995261944,-421.0,-349.0
8,2,19,31.837837798860186,34.09564919432815,-421.0,-349.0
8,2,20,31.837751531010827,34.09556021091588,-421.0,-349.0
8,2,21,31.83775991903442,34.09555189675454,-421.0,-349.0
8,2,22,31.83784973783189,34.095635995261944,-421.0,-349.0
8,2,23,31.837837798860186,34.09564919432815,-421.0,-349.0
8,2,24,31.837751531010827,34.09556021091588,-421.0,-349.0
8,2,25,31.83775991903442,34.09555189675454,-421.0,-349.0
8,2,26,31.83784973783189,34.095635995261944,-421.0,-349.0
8,2,27,31.837837798860186,34.09564919432815,-421.0,-349.0
8,2,28,31.837751531010827,34.09556021091588,-421.0,-349.0
8,2,29,31.83775991903442,34.09555189675454,-421.0,-349.0
8,2,30,31.83784973783189,34.095635995261944,-421.0,-349.0
8,2,31,31.837837798860186,34.09564919432815,-421.0,-349.0
8,2,32,31.837751531010827,34.09556021091588,-421.0,-349.0
8,2,33,32.32057515743883,34.58074382388956,-351.0,-279.0
8,2,34,32.3205738020443,34.580758769245534,-351.0,-279.0
8,2,35,32.32058850512333,34.580747175327346,-351.0,-279.0
8,2,36,32.320570183250965,34.58074896374807,-351.0,-279.0
8,2,37,32.32057515743883,34.58074382388956,-351.0,-279.0
8,2,38,32.3205738020443,34.580758769245534,-351.0,-279.0
8,2,39,32.32058850512333,34.580747175327346,-351.0,-279.0
8,2,40,32.320570183250965,34.58074896374807,-351.0,-279.0
8,2,41,32.32057515743883,34.58074382388956,-351.0,-279.0
8,2,42,32.3205738020443,34.580758769245534,-351.0,-279.0
8,2,43,32.32058850512333,34.580747175327346,-351.0,-279.0
8,2,44,32.320570183250965,34.58074896374807,-351.0,-279.0
8,2,45,32.32057515743883,34.58074382388956,-351.0,-279.0
8,2,46,32.3205738020443,34.580758769245534,-351.0,-279.0
8,2,47,32.32058850512333,34.580747175327346,-351.0,-279.0
8,2,48,32.320570183250965,34.58074896374807,-351.0,-279.0
8,2,49,31.83775991903442,34.09555189675454,-281.0,-209.0
8,2,50,31.83784973783189,34.095635995261944,-281.0,-209.0
8,2,51,31.837837798860186,34.09564919432815,-281.0,-209.0
8,2,52,31.837751531010827,34.09556021091588,-281.0,-209.0
8,2,53,31.83775991903442,34.09555189675454,-281.0,-209.0
8,2,54,31.83784973783189,34.095635995261944,-281.0,-209.0
8,2,55,31.837837798860186,34.09564919432815,-281.0,-209.0
8,2,56,31.837751531010827,34.09556021091588,-281.0,-209.0
8,2,57,31.83775991903442,34.09555189675454,-281.0,-209.0
8,2,58,31.83784973783189,34.095635995261944,-281.0,-209.0
8,2,59,31.837837798860186,34.09564919432815,-281.0,-209.0
8,2,60,31.837751531010827,34.09556021091588,-281.0,-209.0
8,2,61,31.83775991903442,34.09555189675454,-281.0,-209.0
8,2,62,31.83784973783189,34.095635995261944,-281.0,-209.0
8,2,63,31.837837798860186,34.09564919432815,-281.0,-209.0
8,2,64,31.837751531010827,34.09556021091588,-281.0,-209.0
8,2,65,32.32057515743883,34.58074382388956,-211.0,-139.0
8,2,66,32.3205738020443,34.580758769245534,-211.0,-139.0
8,2,67,32.32058850512333,34.580747175327346,-211.0,-139.0
8,2,68,32.320570183250965,34.58074896374807,-211.0,-139.0
8,2,69,32.32057515743883,34.58074382388956,-211.0,-139.0
8,2,70,32.3205738020443,34.580758769245534,-211.0,-139.0
8,2,71,32.32058850512333,34.580747175327346,-211.0,-139.0
8,2,72,32.320570183250965,34.58074896374807,-211.0,-139.0
8,2,73,32.32057515743883,34.58074382388956,-211.0,-139.0
8,2,74,32.3205738020443,34.580758769245534,-211.0,-139.0
8,2,75,32.32058850512333,34.580747175327346,-211.0,-139.0
8,2,76,32.320570183250965,34.58074896374807,-211.0,-139.0
8,2,77,32.32057515743883,34.58074382388956,-211.0,-139.0
8,2,78,32.3205738020443,34.580758769245534,-211.0,-139.0
8,2,79,32.32058850512333,34.580747175327346,-211.0,-139.0
8,2,80,32.320570183250965,34.58074896374807,-211.0,-139.0
8,2,81,31.83775991903442,34.09555189675454,-141.0,-69.0
8,2,82,31.83784973783189,34.095635995261944,-141.0,-69.0
8,2,83,31.837837798860186,34.09564919432815,-141.0,-69.0
